conversacion,plantilla,mensaje,botones,tipo,proposito,estado,activo,equipo,equipo_fuente,nivel_documentacion,en_uso_real,envios_historicos,entregados_historicos,tasa_respuesta_hist,n_envios_batches,primer_envio,ultimo_envio,auditoria
Especialista cancela motivo Personal,especialista_cancela_motivo_personal,"Hola {{hubspot_firstname}}, tu especialista {{hubspot_especialista_actual}} tiene un compromiso personal impostergable y no podrá asistir a la sesión del {{hubspot_fecha_sesion}}. Por favor responde con un SI para ayudarte con el reagendamiento lo antes posible. Gracias por tu comprensión.",Sin botones,Utilidad,Avisar la cancelación de sesión por compromiso personal del especialista.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Especialista esperando,esp_espera,"Hola {{hubspot_firstname}}, tu especialista te espera por la plataforma. ¿Tienes alguna dificultad que te impide ingresar?",Necesito ayuda,Utilidad,Verificar si el cliente tiene dificultades para ingresar a la sesión en la plataforma.,Manual activo,True,ATC,Original (spreadsheet),Completa,True,113,111,26.1,2,2026-01-26 13:06:08,2026-01-28 17:17:08,OK
Inasistencias Lau O,lau_o_inasistencias_v1,"Hola, ¿Cómo estás? Te saluda Laura Ospina de Opción Yo, tu plan de bienestar 🌱 Notamos que tienes algunas sesiones agendadas a las que no has podido asistir. Quisiera saber si todo está bien o si ocurrió algo que te haya impedido conectarte. Si necesitas apoyo o hacer algún ajuste para continuar con tu proceso de bienestar, con gusto estamos aquí para ayudarte.",Sin botones,Utilidad,Contactar al cliente por inasistencias recurrentes de parte de la gestora Laura Ospina.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Llamada consultores,llamada_consultor_pendiente,"Hola {{hubspot_firstname}}, espero estés bien. Soy tu consultor y te estaré llamando en unos minutos desde +13057679862 para brindarte información importante antes de tu primera sesión. Si puedes, por favor atiende la llamada.",Sin botones,Utilidad,Para informar al cliente que se está intentando dar con él,Manual activo,True,Consultores,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Llamada desde HUBSPOT,push_llamada_hubspot,"Hola {{hubspot_firstname}}, espero te encuentres bien. Soy tu consultor en Opción Yo y estaré contactándote por llamada en los próximos minutos desde este mismo número +1 305-767-9862 para poder apoyarte en tu proceso de bienestar. Espero me puedas contestar.",Solicitar asistencia,Marketing,Informar al cliente que recibirá una llamada próxima desde el número de HubSpot.,Manual activo,True,Consultores,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Mante - Saludo Carlos,mante_saludo_general,"Hola {{hubspot_firstname}}, sabemos que tienes una solicitud o consulta y queremos acompañarte en este proceso. Para poder continuar con la atención, por favor respóndenos este mensaje. Será un gusto ayudarte y brindarte el apoyo que necesites.",Sin botones,Utilidad,Saludo de mantenimiento para dar continuidad a una consulta o solicitud abierta.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Mante - Saludo Carolina,mante_saludo_general,"Hola {{hubspot_firstname}}, sabemos que tienes una solicitud o consulta y queremos acompañarte en este proceso. Para poder continuar con la atención, por favor respóndenos este mensaje. Será un gusto ayudarte y brindarte el apoyo que necesites.",Sin botones,Utilidad,Saludo de mantenimiento para dar continuidad a solicitudes de usuario.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Mante - Saludo Giselle,mante_saludo_general,"Hola {{hubspot_firstname}}, sabemos que tienes una solicitud o consulta y queremos acompañarte en este proceso. Para poder continuar con la atención, por favor respóndenos este mensaje. Será un gusto ayudarte y brindarte el apoyo que necesites.",Sin botones,Utilidad,Atender consultas o solicitudes pendientes de los usuarios asignados.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Medición de progreso,medicion_de_progreso,"Hola {{hubspot_firstname}}, Ya llegó el momento de actualizar los resultados de los test de Ansiedad y Bienestar para medir tu progreso. Es importante para darte la oportunidad de reflexionar con tu especialista sobre qué necesitas para seguir avanzando. Ingresa a tu agenda de bienestar y actualiza tus tests.",Sin botones,Utilidad,un push de mariana que no usamos más - ahora este push está por la app,Inactivo,False,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,OK
NPS Carlos,nps_carlos_saludo,Hola! Te saluda Carlos del área de Control de Calidad de Opción Yo. Notamos que tu experiencia con nosotros no llenó tus expectativas. Me gustaría pedirte 5 minutos de tu tiempo para entender qué pasó y darte una solución y al mismo tiempo recibir sugerencias para mejorar nuestro servicio.,Sin botones,Utilidad,Contactar al cliente cuya experiencia no cumplió expectativas para entender el caso y ofrecer soluciones.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
NPS Control de calidad,nps_retencion,"Hola! Te saluda Celeste del área de Control de Calidad de Opción Yo, porque notamos que tu experiencia con nosotros no llenó tus expectativas. Me gustaría pedirte 5 minutos de tu tiempo para entender qué pasó y darte una solución.",Sí                                        Más tarde,Utilidad,Recopilar feedback de clientes insatisfechos para retención y mejora del servicio.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
NPS Lau O,consulta_control_de_calidad,"👋 *Hola,* *te* *saluda* *Laura* *Ospina* *del* *área* *de* *Control* *de* *Calidad* *de* *Opción* *Yo.* Notamos que tu experiencia con nosotros no llenó tus expectativas. Me gustaría pedirte 5 minutos de tu tiempo para entender qué sucedió, ofrecerte una solución y recibir tus sugerencias para mejorar nuestro servicio. ¿Tendrías un momento para conversar?",Sin botones,Utilidad,Contactar al cliente desde Calidad para entender su baja satisfacción y ofrecer mejoras.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Notificación Mensaje nuevo,notif_mensaje_nuevo,Te contactamos para notificarte que tu especialista te envió un mensaje en la plataforma que requiere de tu atención👀   Accede a tu perfil aquí 👇🏻   https://opcionyo.com/paciente,Listo                       Necesito ayuda                   Más tarde,Utilidad,Avisar al cliente que tiene un mensaje pendiente de leer por parte de su especialista en plataforma.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Past due - Andrea,push_dia_26_past_due,"Hola {{hubspot_firstname}} No hemos podido procesar tu pago en Opción Yo y nos apena que vayas perder tus beneficios. Por eso, insistimos en ayudarte a cambiar tus datos de pago antes de cerrar el mes. Si quieres asistencia estamos aquí para ti.",Solicitar asistencia,Marketing,Insistir al cliente con pagos fallidos para actualizar sus datos antes de perder sus beneficios.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Problemas técnicos: especialista cancela,cancelacion_por_problemas_tecnicos_especialistas,Hola {{hubspot_firstname}} Tu especialista nos avisó que se encuentra con problemas técnicos y no puede ingresar a la sesión. Nos solicitó que te apoyemos a reagendar y recuperar la sesión. Mil disculpas y muchas gracias por tu comprensión,Reagendar,Marketing,Notificar cancelación imprevista por problemas técnicos del especialista y apoyar en la recuperación de la sesión.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Quejas Control de Calidad,queja_retencion,"Hola! Te saluda Celeste, encargada de Control de Calidad de Opción Yo. Quería confirmarte que recibí tu caso y estoy verificando en el sistema para darte una solución. Tendrías unos minutos para conversar brevemente, así entiendo mejor cómo ayudarte?",Sí                                        Más tarde,Utilidad,Hacer seguimiento a un caso reportado de insatisfacción para brindar solución.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
SDD sin agendar,recomenzar_sdd_sin_emojis_utilidad,"Hola {{hubspot_firstname}}, detectamos que tu intento de agendar la Sesión de Descubrimiento quedó incompleto. Si necesitas ayuda para finalizar el proceso estamos aquí para apoyarte. ✅",Sin botones,Utilidad,Ayudar al usuario que dejó incompleto el agendamiento de su Sesión de Descubrimiento.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo - Gestor de Consultoria,responder_comunicacion,"Hola {{hubspot_firstname}}, nos comunicamos contigo en respuesta a tu solicitud. ¿Tienes un momento para revisarlo ahora?",Sin botones,Utilidad,Dar respuesta a una solicitud enviada previamente por el usuario.,Manual activo,True,Consultores,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Cancelación Alonso,fid_contacto_ver_3,"Hola 😊 Gracias por escribirnos. Mi intención es apoyarte con la solicitud que realizaste para que el proceso sea claro y sencillo. Antes de avanzar, me gustaría saber qué situación te llevó a considerar la cancelación. Tu experiencia es importante para nosotros y queremos asegurarnos de que recibas el acompañamiento adecuado. ¿Podrías contarme un poco más?",Sin botones,Utilidad,Indagar los motivos de cancelación del cliente de manera empática antes de procesar su baja.,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Cancelación Carlos,fid_contacto_ver_3,"Hola 😊 Gracias por escribirnos. Mi intención es apoyarte con la solicitud que realizaste para que el proceso sea claro y sencillo. Antes de avanzar, me gustaría saber qué situación te llevó a considerar la cancelación. Tu experiencia es importante para nosotros y queremos asegurarnos de que recibas el acompañamiento adecuado. ¿Podrías contarme un poco más?",Sin botones,Utilidad,Explorar las razones del cliente que desea cancelar su plan para ofrecer retención o soluciones.,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Cancelación Lau O,fid_contacto_ver_3,"Hola 😊 Gracias por escribirnos. Mi intención es apoyarte con la solicitud que realizaste para que el proceso sea claro y sencillo. Antes de avanzar, me gustaría saber qué situación te llevó a considerar la cancelación. Tu experiencia es importante para nosotros y queremos asegurarnos de que recibas el acompañamiento adecuado. ¿Podrías contarme un poco más?",Sin botones,Utilidad,Atender solicitudes de cancelación para entender el trasfondo y retener al usuario.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Cancelación Laura P,fid_contacto_ver_3,"Hola 😊 Gracias por escribirnos. Mi intención es apoyarte con la solicitud que realizaste para que el proceso sea claro y sencillo. Antes de avanzar, me gustaría saber qué situación te llevó a considerar la cancelación. Tu experiencia es importante para nosotros y queremos asegurarnos de que recibas el acompañamiento adecuado. ¿Podrías contarme un poco más?",Sin botones,Utilidad,Gestionar la solicitud de baja indagando los motivos de la cancelación.,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Carol INASISTENCIAS,saludo_carolina_inasistencias,"Hola, ¿Cómo estás? Te saluda *Carolina* *Neira,* de Opción Yo, tu plan de bienestar 🌱 Notamos que tienes algunas sesiones agendadas a las que no has podido asistir. Quisiera saber si todo está bien o si ocurrió algo que te haya impedido conectarte. Si necesitas apoyo o hacer algún ajuste para continuar con tu proceso de bienestar, con gusto estamos aquí para ayudarte.",Sin botones,Utilidad,Contactar al usuario por inasistencias acumuladas a cargo de Carolina Neira.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Carol NPS,saludo_carol_nps,Hola! Te saluda Carolina del área de Control de Calidad de Opción Yo💚. Notamos que tu experiencia con nosotros no llenó tus expectativas. Me gustaría pedirte 5 minutos de tu tiempo para entender qué pasó y darte una solución y al mismo tiempo recibir sugerencias para mejorar nuestro servicio.,Sin botones,Utilidad,Recopilar feedback de clientes con baja satisfacción desde el área de calidad.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Claudia,saludo_diana_rete,"Hola 😊 Gracias por escribirnos. Mi intención es apoyarte con la solicitud que realizaste para que el proceso sea claro y sencillo. Antes de avanzar, me gustaría saber qué situación te llevó a considerar la cancelación. Tu experiencia es importante para nosotros y queremos asegurarnos de que recibas el acompañamiento adecuado. ¿Podrías contarme un poco más?",Sin botones,Utilidad,Atender gestiones de cancelación de planes para escuchar al cliente.,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Client Success,saludo_soporte,"Hola {{hubspot_firstname}}, nos ponemos en contacto porque necesitamos conversar contigo. ¿Tienes un momento?",Sí                              Más tarde,Marketing,Iniciar contacto general de soporte o éxito del cliente.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Dep de Calidad,saludo_retencion,"Hola {{hubspot_firstname}}, te saludamos desde el Departamento de Calidad de Opción Yo, para revisar tu solicitud. ¿Tienes un momento para conversar?",Sí                              Más tarde,Marketing,Contactar al cliente para dar seguimiento a una queja o revisión de calidad.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Diana Rete,saludo_diana_rete,"Hola 😊 Gracias por escribirnos. Mi intención es apoyarte con la solicitud que realizaste para que el proceso sea claro y sencillo. Antes de avanzar, me gustaría saber qué situación te llevó a considerar la cancelación. Tu experiencia es importante para nosotros y queremos asegurarnos de que recibas el acompañamiento adecuado. ¿Podrías contarme un poco más?",Sin botones,Utilidad,Abordar solicitudes de cancelación para ofrecer alternativas de retención.,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Especialista deja OY,cambio_de_especialista_consultores_v2,"Hola, {{hubspot_firstname}} 👋🏼 Soy {{hubspot_admin_consultor}} de Opción Yo. Para dar continuidad a tu proceso, necesitamos coordinar una breve llamada contigo sobre una actualización relacionada con tu especialista. ¿Qué horario te resulta conveniente para comunicarme contigo?",Sin botones,Marketing,Coordinar una llamada con el usuario debido a un cambio de especialista en su proceso.,Manual activo,True,Consultores,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Gestoras Consultoria,saludo_consultoria_v4,"Hola, {{hubspot_firstname}}. 🌱 Tenemos una consulta pendiente relacionada con tu cuenta en Opción Yo. Por favor respóndenos por este medio para poder continuar con la gestión solicitada. 👋🏼",Sin botones,Utilidad,Notificar al usuario sobre una consulta pendiente en su cuenta y pedir respuesta.,Manual activo,True,Consultores,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Giselle INASISTENCIAS,saludo_giselle_inasistencias,"Hola, ¿Cómo estás? Te saluda *Giselle* *Villegas* de Opción Yo, tu plan de bienestar 🌱 Notamos que tienes algunas sesiones agendadas a las que no has podido asistir. Quisiera saber si todo está bien o si ocurrió algo que te haya impedido conectarte. Si necesitas apoyo o hacer algún ajuste para continuar con tu proceso de bienestar, con gusto estamos aquí para ayudarte.",Sin botones,Utilidad,Contactar al cliente por inasistencias con la firma de Giselle Villegas.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Giselle NPS,saludo_giselle_nps,Hola! Te saluda Giselle del área de Control de Calidad de Opción Yo💚. Notamos que tu experiencia con nosotros no llenó tus expectativas. Me gustaría pedirte 5 minutos de tu tiempo para entender qué pasó y darte una solución y al mismo tiempo recibir sugerencias para mejorar nuestro servicio.,Sin botones,Utilidad,Obtener retroalimentación de clientes insatisfechos a través de Giselle.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Saludo Lau O,mante_saludo_general,"Hola {{hubspot_firstname}}, sabemos que tienes una solicitud o consulta y queremos acompañarte en este proceso. Para poder continuar con la atención, por favor respóndenos este mensaje. Será un gusto ayudarte y brindarte el apoyo que necesites.",Sin botones,Utilidad,Atender consultas o solicitudes generales de los usuarios.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Seguimiento Alonso,utilidad_solicitud_generica_fid,"Hola {{hubspot_firstname}}, Este mensaje corresponde a una solicitud que realizaste previamente en Opción Yo.  Para continuar con su gestión, selecciona una opción.",Continuar solicitud          Cancelar solicitud         Información,Utilidad,Permitir al usuario gestionar una solicitud previa de cancelación (continuar o cancelar).,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Seguimiento Carlos,utilidad_solicitud_generica_fid,"Hola {{hubspot_firstname}}, Este mensaje corresponde a una solicitud que realizaste previamente en Opción Yo.  Para continuar con su gestión, selecciona una opción.",Continuar solicitud          Cancelar solicitud         Información,Utilidad,Dar seguimiento a trámites previos del usuario brindando opciones de control.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Seguimiento LauO,utilidad_solicitud_generica_fid,"Hola {{hubspot_firstname}}, Este mensaje corresponde a una solicitud que realizaste previamente en Opción Yo.  Para continuar con su gestión, selecciona una opción.",Continuar solicitud          Cancelar solicitud         Información,Utilidad,Dar opciones para continuar o cancelar un trámite pendiente del usuario.,Manual activo,True,Mantenimiento,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Seguimiento LauraP,utilidad_solicitud_generica_fid,"Hola {{hubspot_firstname}}, Este mensaje corresponde a una solicitud que realizaste previamente en Opción Yo.  Para continuar con su gestión, selecciona una opción.",Continuar solicitud          Cancelar solicitud         Información,Utilidad,Consultar el estatus de una solicitud previa de cancelación o gestión del cliente.,Manual activo,True,Cancelaciones,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Sesion gratis: Urgencia Especialista cancela,reagendar_error_especialista_regalo_sesion,"Hola {{hubspot_firstname}},   Tu especialista tuvo un contratiempo de último momento y no podrá tener la sesión acordada. Te pedimos las disculpas del caso a nombre de Opción Yo por este inconveniente y por avisar con tan poca anticipación, te queremos regalar una sesión extra. Te agradecemos muchisimo la comprensión.",Sin documentar,Utilidad,Ofrecer una sesión extra gratuita como compensación por la cancelación imprevista del especialista.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Solicitar Meet Especialista,esp_solicitar_ayuda_pt,"Hola {{hubspot_firstname}}, tu cliente no puede ingresar a su sesión programada. ¿Podrías enviarnos el link de Google Meet para ayudarle a conectarse? Muchas gracias.",Sin botones,Utilidad,Pedir al especialista el enlace de Google Meet para un cliente que no puede ingresar.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Solicitud de Freepass por especialista,pedido_freepass_por_esp,"Hola {{hubspot_firstname}}, tu especialista nos indicó que solicitas recuperar la última sesión a la que no pudiste asistir. ¿Puedes reagendar en este momento? Quedamos pendientes.",Sin botones,Utilidad,Consultar al cliente si desea reagendar tras la solicitud de recuperación de sesión hecha por el especialista.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Soporte - Saludo,responder_comunicacion,"Hola {{hubspot_firstname}}, nos comunicamos contigo en respuesta a tu solicitud. ¿Tienes un momento para revisarlo ahora?",Sin botones,Utilidad,Dar respuesta inicial a requerimientos de soporte de los usuarios.,Manual activo,True,ATC,Original (spreadsheet),Completa,True,27,23,39.1,1,2026-06-12 16:46:50,2026-06-12 16:46:50,OK
Urgencia: Especialista cancela,cancelacion_por_urgencias_especialistas,Hola {{hubspot_firstname}} Tu especialista nos avisó que tuvo una emergencia por lo tanto tiene que cancelar la sesión del día de hoy. Nos solicitó que te apoyemos a reagendar y recuperar la sesión. Mil disculpas y muchas gracias por tu comprensión,Reagendar,Marketing,Informar la cancelación de sesión por emergencia del especialista y gestionar el apoyo para reagendar.,Manual activo,True,ATC,Original (spreadsheet),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Próximo paso de tu proceso,proximo_paso_de_tu_proceso_1,"Hola, {{hubspot_firstname}}. En las próximas 24 horas te llamaremos desde el *+1* *(305)* *767-9862* para ayudarte a elegir a tu especialista y brindarte la información necesaria antes de iniciar tus sesiones. *Guarda* *este* *número* *en* *tus* *contactos* *para* *que* *podamos* *comunicarnos* *contigo.*",Sin botones,Utilidad,Avisar la llamada próxima para elegir especialista y dar instrucciones de guardado de número.,Manual activo,True,Consultores,Inferido por patrón de nombre (revisar),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Información importante sobre tu proceso,proximo_paso_de_tu_proceso,"*Hola,* *{{hubspot_firstname}}.* Ya tienes tu primera sesión agendada. En las próximas 24 horas te llamaremos desde el *+1* *(305)* *767-9862* para brindarte información importante sobre el inicio de tu proceso y resolver cualquier duda antes de tus sesiones. *Guarda* *este* *número* *en* *tus* *contactos* *para* *que* *podamos* *comunicarnos* *contigo.*",Sin botones,Utilidad,Notificar al cliente sobre su primera sesión agendada y la llamada de inducción próxima.,Manual activo,True,Consultores,Inferido por patrón de nombre (revisar),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Coordinemos una nueva llamada,coordinemos_una_nueva_llamada,"Hola, {{hubspot_firstname}}, No logramos comunicarnos contigo en el horario acordado para tu llamada de inicio. ¿En qué horario te resulta más conveniente que te llamemos? Respóndenos por este medio y coordinaremos una nueva llamada.",Sin botones,Utilidad,Reprogramar una llamada de inicio fallida consultando la disponibilidad del cliente.,Manual activo,True,Consultores,Inferido por patrón de nombre (revisar),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Próximo paso de tu cambio de especialista,proximo_paso_de_tu_cambio_de_especialista,"Hola, *{{hubspot_firstname}}*. Soy *{{hubspot_admin_consultor}}*, tu consultor en Opción Yo. Quiero ayudarte con tu solicitud de cambio de especialista. *¿Qué* *horario* *te* *resulta* *más* *conveniente* *para* *que* *te* *llame?* Respóndeme por este medio y coordinaremos la llamada.",Sin botones,Utilidad,Coordinar el horario de llamada con el consultor asignado para procesar el cambio de especialista.,Manual activo,True,Consultores,Inferido por patrón de nombre (revisar),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Seguimiento a tu proceso,seguimiento_a_tu_proceso,"Hola,{{hubspot_firstname}}. Soy {{hubspot_hsm_nombre_consultor}}, tu consultor en Opción Yo. Como parte de tu proceso, quiero hacer un breve seguimiento para conversar sobre tus primeras sesiones y acompañarte si hay alguna duda o situación en la que pueda ayudarte. ¿Qué horario te resulta más conveniente para que te llame? Respóndeme por este medio y coordinaremos la llamada.",Sin botones,Utilidad,Realizar seguimiento breve sobre las primeras sesiones y ofrecer soporte de parte del consultor.,Manual activo,True,Consultores,Inferido por patrón de nombre (revisar),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Sesiones pendientes lau O,sesiones_pendientes_lau_o,"Hola, {{hubspot_firstname}}. Te saluda Laura Ospina, Ejecutiva de Cuenta de Opción Yo. Te contactamos para informarte que registras {{hubspot_numero_de_sesiones_hsm}} sesiones pendientes de agendar en tu cuenta. Por favor, indícanos si presentas alguna dificultad de agenda para programar tus citas o si requieres asistencia con la gestión de tu plan. Quedo atenta a tu respuesta para brindarte el soporte necesario.",Sin botones,Utilidad,Informar al cliente sobre sus sesiones pendientes de agendar para brindarle asistencia.,Manual activo,True,ATC,Inferido por patrón de nombre (revisar),Completa,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Inbound - Especialistas,Sin HSM,Sin documentar,Sin documentar,Inbound,Atender consultas y solicitudes de clientes entrantes (Inbound).,Inbound,True,ATC,Original (spreadsheet),Parcial,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Inbound cliente nuevo,Sin HSM,Sin documentar,Sin documentar,Inbound,Atender consultas y solicitudes de clientes entrantes (Inbound).,Inbound,True,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
Soporte - Inbound,Sin HSM,Sin documentar,Sin documentar,Inbound,Atender consultas y solicitudes de clientes entrantes (Inbound).,Inbound,True,ATC,Original (spreadsheet),Parcial,False,0,0,,0,,,Sin envíos detectados en el período del reporte (puede ser normal si es trigger puntual)
APP: Cómo habilitar notificaciones,eliminaría,Sin documentar,Sin documentar,Utilidad,push masivo para habilitar notificaciones por la app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
AUT - Recordatorio 30 minutos antes,eliminaría,Sin documentar,Sin documentar,Utilidad,push de sesiones,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Actividad: Push Mis Clientes,eliminaría,Sin documentar,Sin documentar,Utilidad,un push de mariana que no usamos más - ahora este push está por la app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Aviso Navidad y año nuevo,eliminaría,Sin documentar,Sin documentar,Utilidad,tal vez puede quedar para la desconesión de añó nuevo/navidad,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Baseline test,eliminaría,Sin documentar,Sin documentar,Utilidad,un push de mariana que no usamos más - ahora este push está por la app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
CON LINK: Recordatorio consultoria 30 min antes,eliminaría,Sin documentar,Sin documentar,Utilidad,Este era una propuesta de mandar el link a la plataforma pero diosnel nunca lo conectó,Inactivo,False,Consultores,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
CONLINK: Recordatorio consultoria 30 min antes,eliminaría,Sin documentar,Sin documentar,Utilidad,Este era una propuesta de mandar el link a la plataforma pero diosnel nunca lo conectó,Inactivo,False,Consultores,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Cancelación Client Success,Sin documentar,Sin documentar,Sin documentar,Utilidad,NO ELIMINAR,Inactivo,False,Mantenimiento,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Copia de la conversación Consultor esperando,eliminaria,Sin documentar,Sin documentar,Utilidad,copia,Inactivo,False,Consultores,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
